channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13,channel_14,channel_15
336,6849,12050,16948,18532,20436,12979,20789,19380,16980,11010,10802,5137,10834,16740,320
416,13923,11986,16548,18756,20356,12819,20885,19268,17028,11618,10482,3648,10690,17044,320
400,14691,12098,16099,18564,20308,12803,20821,19172,17076,11762,11682,2880,10242,15923,384
336,14547,12034,14819,18980,20308,12739,20917,19140,17204,11650,10738,2896,10242,15763,496
400,14515,11922,13635,19108,20036,12771,20645,19236,14899,11858,9778,3728,11154,14627,416
336,6113,11938,12947,18772,18308,13059,20869,19076,17204,11586,10402,6161,11218,15891,336
400,14851,11810,14931,18660,18836,12867,20677,19140,16804,10338,10450,6641,11746,15955,352
400,14275,11570,13715,18724,19828,12979,21189,19380,16291,7057,8626,7377,11026,14771,432
400,10162,11522,12979,18772,19492,13027,21445,19380,16131,10562,8866,8834,11298,13747,336
352,11810,11394,12114,18564,18884,12883,21493,19412,15123,10946,8642,11154,13539,13315,512
400,10722,11570,15139,18324,18228,12595,21621,19332,15091,11218,8834,13203,12387,12739,352
400,11282,11362,15571,18612,19748,13235,21637,19732,15203,11042,8754,13971,11186,12867,384
384,11442,11330,15299,18452,19684,13187,21413,19764,15427,10802,7825,13459,10322,11346,320
368,10466,11266,15827,18612,19172,12851,21397,19940,15779,336,7217,12050,8770,10370,336
400,10754,11170,16307,18308,21461,12755,21157,19044,16227,8418,6673,9506,8738,9426,336
400,11810,11282,15203,18308,20997,12579,20997,19492,16756,11154,8466,5809,8466,9042,640
384,11138,11186,15459,18644,21253,12579,19732,19092,17828,11474,8562,4321,8466,9010,336
384,12467,11138,14371,18548,21397,12579,20565,19252,17476,10930,8786,5281,8610,9682,384
416,12851,10898,13363,18244,21413,12595,11394,18996,17668,11282,9282,6753,8642,10530,432
400,14403,10882,11218,18404,21509,12771,19780,19028,17732,11474,8578,8754,8994,12002,480
352,14339,10898,11858,18516,21573,12675,18708,18900,17348,11410,8210,9314,8978,12979,400
464,14435,11106,12643,18404,21589,12723,19220,19044,17924,11218,8177,9538,9266,13411,384
288,14483,10914,14387,18580,21557,12675,19908,18884,17876,11426,8177,9682,8994,13763,416
352,14387,11026,14723,18436,21461,12851,19620,18868,17508,11266,9186,9858,9282,14515,400
416,14387,11026,14883,18372,21541,12579,18708,18980,6657,11266,8866,9874,9298,14419,480
336,14147,10802,15283,18420,21173,12547,17620,18836,16019,11058,9394,10162,9554,14611,480
400,14515,10626,15283,18308,20869,12723,13459,18676,16740,11186,8978,10466,9746,15379,384
384,14179,10770,14803,17876,20965,12451,17460,18404,17988,11202,9522,10962,10242,15923,464
384,14211,10882,14275,17700,20308,12323,18052,17460,15923,11314,11042,11762,10962,17252,352
352,13683,10898,15619,17572,20356,12162,18724,17236,15747,10594,11938,12291,12579,17636,336
400,12995,10770,15635,17124,18996,11906,18260,16323,3360,11010,14531,13619,13587,18980,400
400,416,10834,15763,16516,16516,11906,17396,14947,19140,10754,13715,14243,14147,19556,320
352,544,10754,15075,15955,16147,11538,17124,14083,19636,10802,14019,15139,15299,19156,304
11218,336,10754,15443,16468,16580,11570,17364,14099,19780,11010,13443,14819,14947,17940,304
400,352,10946,15299,16612,16692,11554,17140,14083,19604,10786,12707,14419,15011,18996,416
288,8210,10722,13635,17284,15923,11538,18116,14019,18980,11314,14771,14547,15043,21653,352
400,12307,10914,15299,17588,17828,11826,19332,15123,528,11682,17508,11618,14851,22293,512
384,12339,11266,13379,18388,16676,12387,20404,16436,12563,11922,23989,12258,16852,24726,336
288,12355,11554,14163,18564,17412,12579,21221,16932,448,10930,27814,16548,21509,28887,352
384,13875,12050,17860,18116,19012,12755,21605,17620,5313,10530,33544,19108,24662,36328,352
368,11362,12194,12114,18756,18260,13139,22213,18580,16099,9474,38969,28182,42890,35336,400
352,12851,12595,14163,18580,16980,13075,22549,18020,15939,9858,35128,32840,46603,40137,320
448,14371,12627,14835,18660,16067,13251,22661,18644,15715,11042,37033,28166,56077,55101,400
416,14483,12739,13635,18644,20068,13491,22645,18340,15699,11074,34200,55197,55837,54861,336
400,14851,12851,15699,18580,22181,13283,23045,19108,15891,11314,32439,47563,56077,55069,336
400,13875,12995,16548,18500,22757,13587,22917,19604,15811,11314,34744,41450,55901,55437,480
416,14243,13011,16067,18548,21141,13539,22853,20068,15715,11394,33048,53997,55997,54925,288
400,14371,13091,16291,18724,22181,13571,22885,19556,15859,11426,35608,50284,55821,50268,448
416,14115,13027,16227,18708,21813,13475,22869,20004,15763,11522,31287,54477,55789,48427,416
416,12371,13091,16532,18612,22661,13619,22869,19764,15875,11714,28214,49756,56141,49083,416
384,14403,12995,15827,18692,22741,13475,22917,20068,15699,11538,26790,47627,55853,47147,400
352,7681,13091,15267,18612,22917,13491,22869,20324,15587,11522,23429,55693,52732,48811,336
400,14515,12963,16692,18740,22965,13619,23045,20420,15635,11682,24277,55757,56141,53405,352
320,14531,13251,15555,18692,23269,13651,23045,20629,15699,11570,19716,45995,39689,37385,512
432,14627,12931,14147,18868,23125,13683,22629,20404,15635,10946,12867,27606,25206,26934,304
352,14227,12339,16035,18372,21557,12915,21349,18356,16179,8177,11154,18996,18484,24565,320
400,14723,11970,15571,18324,20308,12162,20629,18724,16724,11394,9474,15315,13651,24069,400
288,14419,11602,14419,18356,20565,12451,20661,18852,17092,11410,8482,11874,11394,24598,336
400,14163,11426,14867,18372,20308,12627,19812,17940,18036,11618,8177,7041,12178,24517,528
384,13507,11490,14819,17460,18196,12627,19268,17300,18276,11346,9922,5569,14307,25094,448
400,13587,11538,14835,18068,18980,12723,19332,17252,18852,11602,13539,9906,17156,32039,304
352,14307,11986,16003,18068,18324,12627,20597,17044,17972,11842,15555,11762,19588,32311,320
400,14179,12499,17076,18772,17348,12483,21429,16948,464,11602,21077,14995,22101,37689,336
400,14115,12835,17540,18340,19732,12803,21813,17540,16548,12178,25350,16612,25894,35592,336
288,13667,12883,12755,18580,20324,12915,21893,17700,16388,12066,25974,32423,34280,54509,416
416,14099,13027,17380,18436,18756,13011,22341,17556,16227,11602,25862,55805,49676,54941,160
400,14067,13123,13971,18676,18228,13123,22709,18292,15923,11090,30615,56253,49196,55277,384
384,13923,13363,14739,18516,18532,13171,22837,18628,15939,11058,33752,55885,51340,55149,384
384,9330,13523,16484,18484,22165,13299,23093,19044,16019,11794,41130,44186,45163,55133,352
304,12146,13779,17220,18388,22421,13347,23221,19284,16035,11010,43242,34488,39961,54941,416
464,12611,13747,17236,18484,22405,13459,23125,19140,15907,11330,45163,30359,38297,54013,400
368,12707,13763,16996,18564,22373,13267,23141,19380,16035,11394,51372,26902,39369,53389,448
384,12931,13827,16676,18468,22437,13443,23109,18900,16003,11730,48107,39465,41530,49516,336
336,12595,13859,15267,18564,22421,13395,23173,19028,16019,11874,39225,40233,37193,46923,336
400,12835,13827,15699,18468,22309,13363,23093,18852,16003,12114,38793,32792,35176,42890,384
304,12947,13891,15715,18628,21941,13251,23173,18788,15891,12066,38985,38953,39849,51900,400
384,12979,14099,16404,18596,22309,13347,23061,18708,15891,11746,35544,41050,38521,55117,448
400,13027,13971,16612,18532,22085,13267,23125,18532,16035,11762,39497,29895,39641,53100,480
400,12787,13939,16291,18532,22421,13315,23077,18212,16035,11970,36696,33432,36056,54845,512
352,12579,14083,16516,18644,22197,13267,23061,18388,15827,11842,35768,41034,37225,55293,352
352,13235,14019,16484,18852,22581,13251,23333,17716,15891,11474,37177,33176,37353,52572,384
448,13059,14019,16468,18836,22341,13251,23061,18228,16003,11778,35048,26470,35432,50828,352
400,13139,13987,16580,18708,22357,13315,23189,18580,15971,12162,31207,24646,30615,46859,272
400,13139,14099,17348,18740,22565,13267,23141,19012,16035,11714,28679,26262,26886,40409,352
384,13219,13891,12883,18644,22341,13443,23317,19220,15875,11090,21029,15011,19364,32487,448
320,13955,13491,17076,18500,20677,11490,21813,18900,480,5521,17604,7777,14995,27462,336
320,14675,12835,11586,18500,20260,12627,21189,17476,3072,10466,15267,5377,12034,26310,352
352,14419,12643,16259,18404,19588,12611,20613,17796,17604,11410,13603,6689,10290,26198,304
400,13331,12050,13795,18484,18500,12627,19236,17204,18340,11586,11682,5857,9506,26022,416
400,12162,11954,13107,18084,19044,12210,18980,16724,18756,11698,10386,7857,9186,26838,336
400,13811,11906,13043,17604,19092,12082,19268,16420,18932,11234,11426,10098,9266,27318,480
400,13779,11698,12483,17508,19380,11906,19412,16083,18724,11538,11170,12611,9410,26966,400
304,13635,11666,12130,17668,19124,11730,19092,15603,18852,11154,10578,13587,9522,26134,432
320,13587,11698,11538,17444,18628,11714,19156,15411,18996,11282,10338,14131,9698,25158,304
400,13635,11522,11378,17444,18820,11730,18884,15331,18836,11250,9938,12851,10434,23701,352
400,13635,11586,11922,17444,18996,11874,18884,15379,18852,11074,11234,11538,11250,22885,352
384,13811,11682,12258,17652,19140,11826,18900,15363,18868,11170,11730,9666,12034,22581,352
400,13843,11442,12098,17444,19028,11970,18836,15379,19044,11234,12387,8017,12355,21461,352
416,13923,11410,12627,17540,18852,11922,18756,15443,18852,11458,12819,5601,13203,21349,304
400,13907,11490,13027,17492,18996,12098,18884,15395,18692,11570,13203,5457,12675,21061,528
352,13539,11538,13075,17492,18660,11554,18868,15235,18244,11618,13875,6497,14947,20436,400
432,9666,11554,14467,17956,17924,12082,20020,16516,17956,11986,16660,8850,19572,22325,480
320,12579,11746,13443,18308,17988,12483,20917,17124,16404,11938,18836,14067,26054,26054,304
304,13363,12194,17220,18196,18900,12467,21365,17668,528,10786,25446,23301,53132,43082,320
416,12979,12787,8882,18644,19284,12755,21717,18148,15843,7457,34024,24373,56173,46219,320
416,12739,13059,15651,18436,19604,13043,22245,18628,15891,8177,36520,35672,56045,47515,288
400,12787,13283,14771,18756,20997,12995,22357,17668,15715,8738,46763,55725,56061,54925,320
400,8226,13139,16420,18500,22421,13123,22677,18692,15907,10962,47899,55581,56013,51980,480
400,10002,13219,13619,18644,22773,13203,22853,19700,15651,11170,41514,54093,55901,48651,416
448,13363,13267,12867,18692,22613,13363,22773,20052,15635,11298,32487,55757,42762,47563,336
416,14131,13395,14931,18628,22373,13075,22741,20821,15667,11506,32007,46539,55837,47211,336
384,14419,13235,14307,18596,22549,13187,22885,20821,15779,11762,34216,55725,56045,47435,416
400,14435,13171,14851,18516,22581,13331,23045,20837,15747,11858,27910,44602,44186,34344,416
400,14099,13091,15187,18596,22741,13315,22405,20789,15747,10402,21173,24614,28807,24133,352
352,12691,12515,16339,18404,20789,12627,21173,18980,16355,9554,16548,16932,20965,19812,352
304,13971,12098,15667,18644,20565,12387,19636,18612,17220,11474,14627,16708,16291,16051,528
448,11314,11794,15747,18196,18484,12483,352,17188,18340,11506,15331,14851,13939,16820,384
400,11362,11682,14883,16884,18612,12162,17956,15939,18980,11186,14499,11970,12066,17236,480
352,12851,11714,12931,16852,16612,11714,17204,15059,19380,11202,14851,7297,11874,17956,336
384,12851,11650,15779,17188,15811,11954,16227,13843,19252,11106,16836,6065,14387,19172,512
304,320,11858,15923,17220,14851,11874,17508,14419,18884,11730,18692,8770,20100,25846,384
416,14275,12435,12995,18308,17236,12355,19060,15395,17972,11922,23573,11458,22741,27174,416
416,14339,13027,14803,17972,17972,12563,19300,16740,16035,12066,28582,12915,32295,27814,336
384,16836,13395,16147,18436,18788,12771,19716,16900,16291,12339,35976,14435,30023,28679,384
384,18180,13827,14771,18724,16852,12611,19428,17220,15619,11314,46299,22917,34600,40489,400
368,18564,13907,12803,18708,18772,12563,20052,17764,15123,10050,43418,23717,53485,51740,528
400,18948,14003,12707,18692,19284,12883,20276,18884,14835,9906,40745,28198,41770,51500,336
384,18724,14115,13155,18628,19332,12867,20436,18948,14883,9810,38953,24405,39113,52172,512
400,18884,14163,13955,18708,19892,12899,20420,19124,15027,9874,40585,26710,38713,45979,304
400,18948,14035,13347,18660,19380,12867,20436,18900,14915,9250,39977,33960,42474,45947,336
384,19028,14115,14019,18644,19236,12771,20549,19124,14979,9922,37481,33896,42986,46315,272
304,19348,13987,13475,18372,19412,13011,20485,19220,15107,9810,34504,32615,41050,39961,304
432,17892,13779,11970,18772,19108,12979,20517,18308,15011,9122,26518,26086,35288,33800,480
352,14067,13187,16259,18836,19140,13091,20645,17220,15075,9874,25958,26918,32952,31831,480
400,12483,13155,17828,18836,19236,12851,20917,17796,14899,10402,28182,27782,43658,47115,512
400,12339,13107,17764,18820,19012,12739,20997,18436,15123,9218,29351,29015,49900,45915,336
464,12034,13075,11442,18820,18964,12755,21253,19620,15075,7729,31047,37257,56157,46107,336
512,10514,13267,15203,18788,20581,12979,21253,19348,14867,8610,35144,46107,56285,53501,320
352,9762,13235,16692,18740,21429,13203,21557,20132,14947,9474,37289,37657,52076,52252,368
400,10178,13347,15091,18868,22437,13075,21653,19892,14851,10018,45771,31543,56221,54285,336
352,9554,13379,14291,18788,22469,13267,21525,20292,14931,10242,40457,33288,55837,55069,352
384,9682,13459,16019,18644,22357,13107,21637,20372,14931,10802,37977,43738,55981,55085,304
336,9890,13539,15539,18740,22037,13123,21893,19860,14979,11426,39385,46667,55453,55197,288
288,9826,13635,14035,18516,22357,13235,21797,20517,14771,11602,34744,55693,55917,55325,352
416,10114,13539,14787,18596,21845,12963,22069,19892,14739,11506,47339,55725,56221,54989,304
400,10114,13475,16436,18356,22421,13075,21765,20965,14899,11618,56013,55773,55837,54989,368
400,10274,13635,17188,18516,22149,13315,21813,20517,14899,11730,56077,55645,56109,55053,336
400,10498,13571,18564,18644,23445,13475,22085,20372,14867,11730,50700,52316,56285,54989,320
384,10962,13491,18212,18612,23573,13667,22261,20965,14883,11714,43210,48315,56045,54877,304
400,11074,13539,18164,18676,23509,13619,22325,20837,15043,11954,36088,55645,56157,54925,496
352,11170,13459,18484,18612,23637,13539,22405,20709,15011,11810,34184,46955,40361,55069,384
416,11218,13491,18356,18900,23605,13571,22325,21077,15043,11922,36552,43930,37529,55085,288
352,11458,13587,18596,18676,23557,13763,22197,20869,14851,11810,28390,48875,38153,55005,512
352,11090,13603,18212,18660,23701,13699,22309,20821,14947,11778,26966,42810,32695,55469,432
432,8706,13635,18148,18692,23701,13619,22245,20997,14819,11858,24966,42762,35848,55245,480
352,11586,13571,18484,18596,23653,13619,22277,20917,15059,11826,25094,45803,40473,54877,464
384,12098,13539,18356,18628,23605,13667,22341,21013,14979,12050,29367,52172,42202,54941,352
512,11682,13619,17876,18644,23605,13523,22405,20997,14947,11938,35480,56381,44234,55181,416
384,11698,13667,17588,18692,23877,13667,22341,21029,14899,11954,32936,39961,38025,54989,384
336,11330,13699,17092,18772,24021,13475,22437,21109,15027,11842,30647,55405,35336,55133,336
416,11522,13571,16788,18868,24261,13507,22789,21173,14867,12226,28374,55837,40169,55069,336
384,11538,13619,17284,18836,24469,13539,22789,21461,14835,12210,30727,55917,37161,55437,320
352,11922,13731,17364,18756,24341,13651,22693,21477,14851,12194,25686,55757,40281,54941,384
400,12050,13747,17892,18884,24565,13619,22917,21573,14787,12178,23301,55853,42266,55245,448
336,11986,13795,17620,18884,24582,13603,22805,21285,14883,12098,22997,56109,41450,54925,368
464,12082,13635,17892,18996,24501,13699,22661,21109,14931,12242,26630,55773,41866,54957,512
400,12066,13731,18020,18836,24549,13427,22725,21285,14787,12291,24758,55917,42730,55181,320
400,11042,13731,17284,18788,24309,13651,22725,22901,14595,12403,31447,54861,50316,55357,480
368,8754,13779,16307,18964,24485,13763,23125,23573,14547,12419,28775,55821,53180,55357,480
384,9746,13667,16147,18884,24517,13843,22965,23861,14419,12210,35672,56285,52588,54877,496
416,10722,13603,15843,18884,24533,13795,23189,23829,14627,12387,35112,56013,44714,55021,400
400,12819,13763,17108,19076,24469,13955,22997,23909,14499,12258,37913,55981,41642,55149,336
384,12323,13635,15619,18772,24533,13923,22949,24021,14499,12210,41930,55757,50860,55197,416
352,12162,13635,17972,18644,24485,14003,22933,23989,14499,12226,46747,51852,47659,55213,352
336,12339,13779,14147,18628,24517,13891,22853,24293,14643,12242,49340,44618,48731,55229,416
352,12355,13779,15747,18452,24421,13923,22933,24485,14579,12178,51372,42058,44218,55085,352
384,12723,13731,15123,18404,24421,14099,23173,24726,14627,12178,55357,43994,53405,54861,384
400,12723,13859,17588,18244,24421,13891,23045,24758,14499,12194,46363,52780,49884,55021,288
416,12691,13747,15715,18756,24469,13891,23237,24806,14611,12130,42762,44426,49708,54877,432
400,12515,13715,16051,18644,24421,14003,23237,25110,14659,12114,33048,36728,37513,55005,304
416,12611,13731,14499,18564,24421,13923,23189,25270,14547,11922,24421,20068,24325,46475,400
304,12611,13347,16227,18532,23685,13619,22101,23301,480,10578,23573,13747,17028,36392,512
400,8994,12931,11570,18612,19972,13107,20677,21509,400,9186,21381,10882,13651,33176,336
416,12162,12707,13923,18612,18196,12547,18356,18356,17876,11410,18116,10162,12563,29479,352
416,11970,12066,15843,16708,15891,12339,17188,17220,19156,11298,14371,8658,11522,25430,320
400,11010,12050,14627,16724,13587,12050,15651,14867,19108,11010,15043,7649,11730,23333,416
384,11602,11826,15155,16564,13539,11666,14819,12819,20372,11010,13331,12034,11586,21941,336
384,11810,11730,11186,13923,12387,11154,14611,10498,23461,10994,13779,17124,10962,21669,416
400,7137,11762,11858,13651,11970,9698,14147,7857,25814,10514,13875,20468,10386,22245,320
416,7377,11826,9538,14419,11778,8177,13139,5697,28038,10370,15379,23061,10402,22565,336
416,10770,11666,9842,12595,8482,7313,11394,3968,30983,9986,17060,25862,10242,23221,384
400,11330,11602,5041,10338,6081,7873,8322,3872,33928,8226,17572,26310,10306,24742,336
400,11682,11042,5041,9906,6481,8001,6897,2656,34520,7377,22837,25078,10322,23733,320
416,11202,10674,2256,7377,5265,7185,5921,2128,39465,5345,24565,23781,9650,22949,320
400,10914,10322,5985,6817,4369,5889,4785,1648,42570,3392,22581,22293,9650,22325,304
384,11330,9362,6337,5441,3008,5089,4705,1152,44554,1184,21317,22085,9250,21669,400
336,11842,8546,5985,5441,2832,4337,4705,832,44970,192,20501,19156,9506,18916,336
320,12435,8338,6321,5473,3040,4305,4929,896,46395,288,17940,16644,9138,18116,448
400,12947,8402,5857,5825,3632,4433,4753,928,46379,208,14659,13843,9058,17172,416
304,13555,8210,6241,5825,3728,4961,4753,832,46363,224,11042,12851,9010,15539,352
384,13571,9250,6209,5633,4177,5265,4865,1456,46443,240,11154,10946,8322,14099,336
416,13491,9234,5953,5681,5041,5553,5425,3168,46875,768,10962,9890,8177,13699,352
448,13299,8546,6161,7185,5889,5761,6145,5009,46475,1984,10626,10818,7809,13875,512
416,13619,8290,7137,7857,6193,6337,6881,5841,46283,3296,9410,8882,7969,12339,400
352,14163,7201,6865,8898,6673,6401,7089,6241,46011,4032,13411,9202,8418,12387,416
416,14483,9394,7057,9538,5745,6641,7233,7329,45499,5217,13107,7313,8450,10690,352
400,13859,9394,7377,11106,7601,8402,7649,8466,42602,6465,13075,6321,8578,10018,304
320,14803,9602,8017,12130,6801,8850,8097,9730,36776,8161,11362,5089,8690,11538,352
400,11682,9554,8962,13219,9778,9666,11474,10034,30679,8914,11954,4016,10002,14035,400
336,12819,9682,6481,14371,11330,9906,13155,10786,28454,9346,14003,6801,11314,22373,416
400,12307,9698,11746,14595,11714,11330,13731,13091,26166,9538,21941,6897,13523,24565,320
448,8177,10546,3856,16756,13139,12691,15699,15155,21861,9426,23861,12323,16035,31063,400
400,17044,11586,13491,18148,13779,13267,16516,16628,448,6785,28214,19652,20260,32535,512
400,18180,12483,16211,18260,14003,13507,18116,17412,576,10050,38313,21733,23573,32359,336
416,19204,13091,15939,18788,12883,13651,18372,17252,16003,10402,45115,22469,26918,36840,400
400,20436,13571,16596,18692,14739,13587,18708,17972,14979,10514,55853,22229,38297,34264,352
304,19908,13795,16099,18660,15299,13859,18852,17940,14947,10594,46667,23189,29847,35640,416
352,21557,13779,14275,19044,16211,13683,19156,17956,14611,10834,44106,22469,24966,38057,304
352,19940,13971,16420,19012,16227,13651,19380,17796,14595,10578,40489,24838,25286,34792,432
416,18356,14083,17316,18836,17060,13667,19668,17812,14483,10738,35800,27206,25942,35400,384
416,20052,13859,17956,18916,15491,13667,20100,18068,14563,10642,29911,26678,22277,31543,320
400,22405,13619,14931,19124,15827,13795,20356,18772,14691,10722,28550,25366,25222,33368,336
416,21829,13587,14163,19204,16003,13763,20452,18900,14611,10642,32423,25622,30423,38409,304
416,20565,13539,15107,19252,16916,13715,20805,18868,14547,10770,28839,19732,22965,32135,304
368,20645,13555,15155,19268,17172,13683,20949,18948,14643,10898,30647,20020,21525,33464,352
400,20485,13539,15187,19252,18484,13699,21125,19012,14675,10914,31687,22773,24918,35160,352
352,20452,13619,15635,19220,18484,13763,20997,18964,14867,10754,29943,21541,25606,36488,352
448,20501,13603,15347,19268,18500,13795,20917,18884,14675,10818,34232,23589,24053,32327,400
272,20404,13747,14787,19316,17028,13875,20997,18660,14659,10754,28358,23781,22597,31431,320
384,20693,13635,14467,19300,17924,13763,21029,18708,14691,10738,30551,23573,25318,33432,384
400,20196,13667,15987,19348,16307,13715,21093,18692,14643,10546,29127,21349,23989,32263,320
416,19876,13731,16580,19348,17220,13779,21061,18708,14643,10642,26950,24533,25302,33480,336
400,18468,13635,16323,19524,17988,13731,21173,18692,14787,10658,23397,18388,23477,32199,512
416,12162,13539,15763,19028,17876,13715,21141,18884,14819,10674,21733,21413,21637,30759,336
384,11410,13779,15299,19428,17812,13715,21237,18788,14659,10674,22581,22357,21381,30743,352
384,11346,13795,14259,19348,17892,13795,21317,19076,14675,10706,18996,19204,21573,30407,512
416,10962,13651,15235,19380,16452,13843,21205,18788,14803,10818,23221,21253,23269,31847,432
400,7169,13619,16275,19284,16676,13635,21397,18660,14643,10658,20100,20965,20372,28646,384
352,7953,13603,16852,19316,16756,13731,21413,18644,14771,10530,20372,17380,20004,35000,304
384,7233,13779,17828,19332,16948,13859,21301,18516,14739,10706,19492,18884,19732,32695,400
400,6097,13619,18068,19140,16836,13731,21461,18980,14675,10690,21141,18260,16772,30855,336
416,5105,13667,17236,19124,16948,13843,21381,18484,14691,10338,21909,19364,17988,30247,352
400,5137,13571,17540,19220,16660,13699,21221,18708,14675,10306,23573,17732,16420,32872,320
400,4369,13731,18020,19172,17108,13715,21205,19028,14691,10386,23797,25734,18180,36120,336
272,1584,13523,17316,19172,18084,13699,21445,18724,14659,10802,24085,26454,20821,31207,320
384,192,13395,15811,19108,18468,13827,21445,18852,14595,11186,27926,20020,22373,34984,400
384,304,13523,13299,19332,18228,13667,21397,18836,14659,11266,32535,18452,31079,36873,448
384,288,13475,16788,19348,18980,13763,21765,18100,14675,11138,38633,15891,39465,34872,416
400,176,13683,18212,19412,19492,13699,21925,18708,14659,11202,45547,17380,42378,36616,336
400,288,14051,17668,19332,19396,13875,21989,18676,14771,10946,45067,17284,37033,33480,496
384,256,13907,17588,19300,19476,13571,21861,18820,14723,11138,48667,14819,47547,31751,368
400,160,14083,17860,19492,19284,13875,21973,18772,14819,11026,55789,19940,55741,35016,384
416,272,13971,18084,19428,19380,13859,21989,18692,14723,11106,47371,16195,46699,34376,320
400,192,14019,18660,19460,19620,13843,22053,18852,14691,11186,46427,21765,48235,33208,352
400,192,14195,14643,19348,19492,13795,21717,18868,14835,11106,45883,24069,55533,40889,368
416,208,14115,18404,19412,19412,13651,21813,18564,14659,11346,48523,19156,54925,32295,384
320,192,14147,16900,19556,19332,13651,21845,18740,14675,11362,41706,20148,52812,31767,400
400,416,14291,16500,19668,19524,13907,21989,18644,14723,11186,45002,18932,49099,30183,304
416,272,14211,17460,19684,19652,13763,21861,18628,14723,11298,45099,15315,49340,32471,352
416,272,14227,18740,19716,19668,13875,21973,18660,14819,11170,36584,20004,42154,29975,304
384,208,14275,18692,19604,19748,13715,22165,18772,14691,11330,37625,15843,54989,30071,432
416,272,14211,19492,19748,19764,13715,22165,18580,14723,11154,34088,19028,44234,30119,480
512,432,14179,19492,19668,19588,13795,22181,18644,14771,11186,37113,22117,51100,33768,416
304,304,14291,19396,19636,19796,13667,22037,18884,14675,11234,42250,22725,50924,31943,368
400,640,14467,20068,19860,19300,13715,22069,18660,14675,11746,39961,16612,49420,27750,352
368,560,14243,20549,19876,19716,13843,22037,18244,14739,11426,33384,18772,37657,24646,352
400,576,14259,17508,19732,19428,13715,21893,18276,14707,11282,27862,13411,29095,21493,464
400,720,14259,18996,19476,18196,13795,21701,18468,14659,10146,22821,10402,20533,19796,320
400,3920,13603,17364,18228,18948,13667,20869,18692,672,9378,22469,8642,16420,20404,320
384,4016,12851,16099,18724,14819,13363,18740,18436,416,8482,21173,7873,13587,22501,336
400,3584,11938,14723,17716,13795,12883,16195,16532,17844,9570,19764,8850,11426,23989,416
400,5345,11490,11026,16932,13027,12387,14547,13011,21253,9698,17076,8546,10098,25878,336
384,7553,11474,9874,15907,11282,11874,12995,7265,24277,9938,14915,12483,9682,27926,336
384,7745,11378,7505,13747,11026,11666,11874,10338,26470,9874,14371,16259,10546,28358,432
416,7825,11394,7681,14483,10162,10370,11058,8530,28646,9298,16516,19988,12050,29143,272
384,7905,11282,7185,13395,8514,9906,10194,7617,30887,8274,16211,21349,13203,28598,416
384,8097,11170,6625,12867,8850,9602,9682,6561,32167,7441,17668,21141,13779,28582,368
400,7937,10690,6977,11602,9234,9762,8994,5649,32471,7377,17652,21765,14643,27270,416
400,7569,10754,6065,11746,8386,9810,8466,5137,33256,6929,18868,19940,14803,26406,352
384,8530,10258,5121,10194,8626,8946,8177,4545,33032,6273,19012,17924,15603,25670,352
352,9858,9410,4689,10514,8514,8242,7569,4529,33096,5665,22165,16772,15571,25318,304
400,11010,8658,4321,10018,7729,7745,7137,4305,33624,4913,22309,14691,15827,24822,304
400,11458,7953,7457,9090,7393,6417,6817,3888,38921,4048,20436,14499,15315,23125,320
416,10706,7537,7505,8338,6465,5633,6241,3296,42474,2592,23093,15107,14995,23077,320
400,10626,6977,7713,7505,7377,5009,6145,2752,45034,336,22053,12691,14307,22181,320
400,10578,7057,7521,7249,7409,4385,5809,2256,42266,192,24485,12242,13875,21189,352
400,10530,6993,7553,6529,7009,3728,5473,2016,51004,384,20436,10978,12323,19908,512
384,11746,7089,7585,6785,7217,3808,5649,2208,51212,208,19860,10146,11634,16964,544
400,12643,7041,7697,6673,7345,5057,5393,3296,51084,304,18020,8258,10530,15251,352
400,13971,7713,6849,8450,7409,8129,6609,6193,41370,4577,17252,6529,11106,14259,320
368,14963,10978,7377,11234,7153,9458,7873,9426,37001,7249,21301,4801,11618,15715,352
400,16980,12066,7137,12579,8290,10450,8258,11170,28390,8322,25510,9938,13251,16788,496
336,19380,13939,7457,16147,10386,11874,10562,15155,19428,9170,25686,8001,17124,23045,400
400,20388,13859,9618,17124,12226,13363,12627,16804,18692,9378,27798,11074,18948,26790,400
352,12995,13907,10050,16644,13795,13699,14675,17380,432,9266,35240,11554,20917,28486,368
400,9106,13843,13827,17460,14691,13619,17348,17284,15379,6849,34888,12579,25446,35624,416
384,12210,13779,15699,17700,16916,13795,18740,17956,14963,10002,36648,14435,29671,35976,528
336,12098,14099,18516,17684,17540,13763,20372,20068,13907,10354,39337,18644,33256,34952,304
400,12098,14339,11826,15107,19588,13891,20965,19732,11090,10322,38857,24630,38425,38281,480
400,12339,14355,15395,16131,19268,13907,22101,20260,1040,10386,35800,21205,35672,42362,320
448,11602,14355,18964,17092,19092,13827,22613,20549,7313,10194,40393,25782,38041,45339,384
400,11858,14371,14339,16227,17092,13859,22485,21461,9874,10290,42954,28743,41626,45339,480
384,12307,14515,15171,17188,17892,13955,22485,21333,9730,10210,40489,27862,46123,52044,304
